dataset,model,pooling,probe,feature_dim,n_train,n_test,n_classes,seed,cv_folds,tuning_candidates,selection_metric,cv_score,best_params,MCC,AUROC,F1,Accuracy,task_group
prom/promoter_tata_70bps,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,4290,1840,2,42,4,4,roc_auc,0.932932603195303,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7423080769435131,0.939079040642722,0.8699257787785812,0.8701086956521739,promoter
prom/promoter_tata_70bps,LongSafari/hyenadna-medium-160k-seqlen-hf,attention,linear,256,4290,1840,2,42,4,4,roc_auc,0.8107851916196036,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5001181893409723,0.8295599007561436,0.749970459647879,0.75,promoter
prom/promoter_tata_70bps,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,attention,linear,256,4290,1840,2,42,4,4,roc_auc,0.8340056239857268,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5339988886333159,0.8432827268431,0.7667816272281918,0.7668478260869566,promoter
prom/promoter_tata_70bps,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,4290,1840,2,42,4,4,roc_auc,0.7195168926341464,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3434790724940413,0.7319500236294897,0.6717387426024841,0.6717391304347826,promoter
splice/acceptors,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,15525,6654,2,42,4,4,roc_auc,0.9551793220197108,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8026252838894012,0.9469777380242498,0.9006949481332783,0.9008115419296664,splice-site
splice/acceptors,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,15525,6654,2,42,4,4,roc_auc,0.7894495046481858,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.4290028042187891,0.7794527565457798,0.7142529867079022,0.7144574691914638,splice-site
splice/acceptors,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,15525,6654,2,42,4,4,roc_auc,0.8419917335465815,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5033997514969196,0.831010914150449,0.7510984877542543,0.7514277126540427,splice-site
splice/acceptors,zhihan1996/DNABERT-2-117M,attention,linear,768,15525,6654,2,42,4,4,roc_auc,0.7621760772172852,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3989997975824238,0.7576436999692814,0.6988080973616871,0.6992786293958522,splice-site
splice/donors,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,15381,6592,2,42,4,4,roc_auc,0.9486055578607148,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7965793833671015,0.9528462940461724,0.8982023402567685,0.8982099514563107,splice-site
splice/donors,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,15381,6592,2,42,4,4,roc_auc,0.7817248595284856,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.4154244351211371,0.7818578555911485,0.7071661950478401,0.707372572815534,splice-site
splice/donors,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,15381,6592,2,42,4,4,roc_auc,0.8299265052712558,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.5062146043634254,0.8409543797636141,0.7525698748038052,0.7527305825242718,splice-site
splice/donors,zhihan1996/DNABERT-2-117M,mean,linear,768,15381,6592,2,42,4,4,roc_auc,0.7560439438094224,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3820402368347588,0.7578988548915646,0.6907170945405686,0.6908373786407767,splice-site
splice/splice_site_type_DNABERT,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,31933,13687,3,42,4,4,accuracy,0.7632544189280477,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6096918585129518,0.8848006057867274,0.7356066507681414,0.7746036384890772,splice-site
splice/splice_site_type_DNABERT,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,31933,13687,3,42,4,4,accuracy,0.610465572099981,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.3004485131761592,0.7629181401344423,0.5298089117937352,0.6159129100606415,splice-site
splice/splice_site_type_DNABERT,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,31933,13687,3,42,4,4,accuracy,0.6269690671584933,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.3302504165315726,0.7747882411939523,0.5415428575360598,0.6299408197559728,splice-site
splice/splice_site_type_DNABERT,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,31933,13687,3,42,4,4,accuracy,0.5534400019505377,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.1716978655849228,0.6720629354252251,0.4105747063471728,0.5583400306860524,splice-site
splice/splice_site_type_NT,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,20999,9001,3,42,4,4,accuracy,0.714272405628283,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5953317323008769,0.8778016592955687,0.7303250690387081,0.7301410954338406,splice-site
splice/splice_site_type_NT,LongSafari/hyenadna-medium-160k-seqlen-hf,attention,linear,256,20999,9001,3,42,4,4,accuracy,0.5814564951147156,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.4095662166574929,0.7765789086709104,0.6018425094019828,0.6047105877124764,splice-site
splice/splice_site_type_NT,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,256,20999,9001,3,42,4,4,accuracy,0.5793612751635232,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.3960481218098267,0.7717188662830944,0.5960194961491608,0.5962670814353961,splice-site
splice/splice_site_type_NT,zhihan1996/DNABERT-2-117M,attention,linear,768,20999,9001,3,42,4,4,accuracy,0.4451645392773226,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.1801240974660339,0.6462942008276861,0.4532480579833415,0.4533940673258527,splice-site
tf/Human_TFBS_1,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,24064,10314,2,42,4,4,roc_auc,0.8779747800192395,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6028950156670669,0.8845227850158879,0.8013018986825549,0.8013379872018616,regulatory
tf/Human_TFBS_1,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,24064,10314,2,42,4,4,roc_auc,0.849581551368337,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5652580834023361,0.8580837445908761,0.78195259585747,0.7821407795229784,regulatory
tf/Human_TFBS_1,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,256,24064,10314,2,42,4,4,roc_auc,0.8733897107712766,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.6035726609671166,0.8804815961286047,0.8011904180103723,0.8013379872018616,regulatory
tf/Human_TFBS_1,zhihan1996/DNABERT-2-117M,mean,linear,768,24064,10314,2,42,4,4,roc_auc,0.7930733303831626,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4572450673100339,0.8008829144539564,0.7286205541887407,0.7286212914485166,regulatory
tf/Human_TFBS_2,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,22870,9802,2,42,4,4,roc_auc,0.8611474241540771,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5655766085976071,0.8682249698904666,0.7825212329830893,0.7825953886961845,regulatory
tf/Human_TFBS_2,LongSafari/hyenadna-medium-160k-seqlen-hf,attention,linear,256,22870,9802,2,42,4,4,roc_auc,0.8435418985832116,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5227236026015034,0.8439922129246616,0.7606379130724674,0.7608651295653949,regulatory
tf/Human_TFBS_2,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,attention,linear,256,22870,9802,2,42,4,4,roc_auc,0.8629856112145828,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.5619597314953859,0.8656069215560945,0.780247120290736,0.7804529687818812,regulatory
tf/Human_TFBS_2,zhihan1996/DNABERT-2-117M,attention,linear,768,22870,9802,2,42,4,4,roc_auc,0.781449524786398,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4307508397992454,0.7823893711692284,0.7153568049128746,0.7153642113854315,regulatory
tf/Human_TFBS_3,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,14699,6301,2,42,4,4,roc_auc,0.8480842604591596,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5492943643340676,0.8534386161107836,0.7746359434338843,0.7746389461990161,regulatory
tf/Human_TFBS_3,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,14699,6301,2,42,4,4,roc_auc,0.8130964100008675,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.4865818789190372,0.8153913345725469,0.7431770099014849,0.7432153626408506,regulatory
tf/Human_TFBS_3,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,14699,6301,2,42,4,4,roc_auc,0.8197650106084027,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.4926525683588715,0.8190412718562512,0.7454637782082219,0.7457546421202984,regulatory
tf/Human_TFBS_3,zhihan1996/DNABERT-2-117M,attention,linear,768,14699,6301,2,42,4,4,roc_auc,0.7341039274946318,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3754175435017826,0.751686992791404,0.6876333060877051,0.687668624027932,regulatory
tf/Human_TFBS_4,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,20505,8789,2,42,4,4,roc_auc,0.7741840806097628,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4105568615023988,0.7799719650801098,0.7051447156293946,0.7051996814199568,regulatory
tf/Human_TFBS_4,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,20505,8789,2,42,4,4,roc_auc,0.7414329237766496,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.348670423928034,0.7429710490517889,0.6726387277460684,0.6734554556832404,regulatory
tf/Human_TFBS_4,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,20505,8789,2,42,4,4,roc_auc,0.7595336292136696,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.3893567310773905,0.7697936424838296,0.6931540800504982,0.6938218227329617,regulatory
tf/Human_TFBS_4,zhihan1996/DNABERT-2-117M,mean,linear,768,20505,8789,2,42,4,4,roc_auc,0.680818465396663,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2635134389066918,0.6832787807140049,0.6316205809656922,0.6316987143019683,regulatory
tf/Human_TFBS_5,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,14699,6301,2,42,4,4,roc_auc,0.8950644226968514,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6423410585235418,0.8944254532448755,0.8209291582164207,0.8209807966989366,regulatory
tf/Human_TFBS_5,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,14699,6301,2,42,4,4,roc_auc,0.8575545097435086,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.536790018069967,0.8533593265932206,0.7680207699123343,0.7681320425329313,regulatory
tf/Human_TFBS_5,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,14699,6301,2,42,4,4,roc_auc,0.8691029417612057,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.5718396056991003,0.8683388997194138,0.7854680107795089,0.7855895889541342,regulatory
tf/Human_TFBS_5,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,14699,6301,2,42,4,4,roc_auc,0.8034322971249379,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4706530141246332,0.8082621289285841,0.7352553019127995,0.7352801142675766,regulatory
virus/covid_variants,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,64168,27501,9,42,4,4,accuracy,0.5700816606408179,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.5341060580080513,0.8819877647337547,0.5883337463977617,0.5871422857350642,other
virus/covid_variants,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,64168,27501,9,42,4,4,accuracy,0.4438193492083281,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.3713043885908251,0.7936781030825121,0.4434483050379025,0.4430747972800989,other
virus/covid_variants,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,64168,27501,9,42,4,4,accuracy,0.4164848522628102,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.3472308032574819,0.7833688413254909,0.4252717081997578,0.4216210319624741,other
virus/covid_variants,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,64168,27501,9,42,4,4,accuracy,0.5431367659892781,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.4936488127421919,0.8656750959770929,0.5521763928934902,0.5513981309770554,other
