dataset,group,RF_MCC,LP_MCC,model,RF_col,LP_col,delta_MCC,RF_wins,LP_wins,tie
genomic_benchmark/coding,genomic_benchmark,0.5108895355556011,0.4882441008448023,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.02264543471079883,True,False,False
genomic_benchmark/enhancer_cohn,genomic_benchmark,0.3235489715630738,0.3429303589088717,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.019381387345797918,False,True,False
genomic_benchmark/enhancer_ensembl,genomic_benchmark,0.4710650072883204,0.2190452965052086,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.2520197107831118,True,False,False
genomic_benchmark/human_vs_worm,genomic_benchmark,0.310590006626231,0.2799144506924156,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.03067555593381538,True,False,False
genomic_benchmark/open_chromatin_region,genomic_benchmark,0.1827085316443339,0.1063945643684331,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.0763139672759008,True,False,False
genomic_benchmark/promoter_notata_251bps,genomic_benchmark,0.4452830186138681,0.4266893941067767,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.0185936245070914,True,False,False
genomic_benchmark/regulatory_region_type,genomic_benchmark,0.4449543280196411,0.253877657644471,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.19107667037517007,True,False,False
iDHS-EL/DNase_I,iDHS-EL,0.1571954983783718,0.1263202478595772,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.030875250518794584,True,False,False
iDNA_ABF/5mC,iDNA_ABF,0.0234809742752383,0.0804075449060556,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.056926570630817304,False,True,False
iDNA_ABF/6mA,iDNA_ABF,0.1678955613470228,0.1860843414643624,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.018188780117339598,False,True,False
iPro-WAEL/Promoter_Arabidopsis_NonTATA,iPro-WAEL,0.4287259258606705,0.44468839992479,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.015962474064119492,False,True,False
iPro-WAEL/Promoter_Arabidopsis_TATA,iPro-WAEL,0.4815835928650449,0.5338687403884343,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.052285147523389475,False,True,False
iPro-WAEL/Promoter_B_amyloliquefaciens,iPro-WAEL,0.3365070421496348,0.3993611645836245,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.06285412243398969,False,True,False
iPro-WAEL/Promoter_GM12878,iPro-WAEL,0.7237657677756101,0.7117624942568572,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.012003273518752855,True,False,False
iPro-WAEL/Promoter_HUVEC,iPro-WAEL,0.7614094522612123,0.7506759269429926,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.010733525318219694,True,False,False
iPro-WAEL/Promoter_Hela-S3,iPro-WAEL,0.7506687653326723,0.7493660347317259,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.0013027306009464334,True,False,False
iPro-WAEL/Promoter_NHEK,iPro-WAEL,0.5607542437969267,0.5720760999401631,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.01132185614323633,False,True,False
iPro-WAEL/Promoter_R_capsulatus,iPro-WAEL,0.0677449942982849,0.0881862572885608,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.020441262990275905,False,True,False
mouse/mouse_TFBS_1,mouse,-0.0024703443072477,0.0306938124092968,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.0331641567165445,False,True,False
mouse/mouse_TFBS_2,mouse,0.4481652425345424,0.412472874589641,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.03569236794490138,True,False,False
mouse/mouse_TFBS_3,mouse,0.4512610275311857,0.4344232224336314,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.01683780509755428,True,False,False
mouse/mouse_TFBS_4,mouse,0.0096959898447912,0.0687027778168654,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.059006787972074204,False,True,False
mouse/mouse_TFBS_5,mouse,0.0198319880058196,0.0116815213186096,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.00815046668721,True,False,False
prom/promoter_all_300bps,prom,0.4934466991638878,0.4310067752503946,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.06243992391349318,True,False,False
prom/promoter_all_70bps,prom,0.3608423718418503,0.3269892969911536,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.03385307485069672,True,False,False
prom/promoter_notata_300bps,prom,0.5668237341490606,0.4670666617871301,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.09975707236193054,True,False,False
prom/promoter_notata_70bps,prom,0.3813506960212423,0.342462408845803,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.038888287175439296,True,False,False
prom/promoter_tata_300bps,prom,0.217442691017814,0.267431750771344,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.04998905975353002,False,True,False
prom/promoter_tata_70bps,prom,0.2206533470495053,0.2764159145142836,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.05576256746477831,False,True,False
splice/acceptors,splice,0.1605423974155596,0.1561475494106798,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.004394848004879798,True,False,False
splice/donors,splice,0.1381511795070753,0.0791371076384619,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.059014071868613405,True,False,False
splice/splice_site_type_DNABERT,splice,0.1690199210723849,-0.0049680852356732,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.1739880063080581,True,False,False
splice/splice_site_type_NT,splice,0.1694709152204783,0.1174862477206644,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.0519846674998139,True,False,False
tf/Human_TFBS_1,tf,0.0758740946831584,0.0948691982535481,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.018995103570389707,False,True,False
tf/Human_TFBS_2,tf,0.0571569136159016,0.0638806094343361,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,-0.0067236958184345025,False,True,False
tf/Human_TFBS_3,tf,0.0739955008193533,0.0687491773043386,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.005246323515014695,True,False,False
tf/Human_TFBS_4,tf,0.0460980115005973,0.0247794077927181,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.0213186037078792,True,False,False
tf/Human_TFBS_5,tf,0.3691201268097915,0.0836446335009258,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.2854754933088657,True,False,False
virus/covid_variants,virus,0.2431583755163715,0.0147823213849098,Evo2,fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_MCC,0.22837605413146173,True,False,False
